unnamed,Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Vehicle Size,city mpg,Popularity,MSRP,Price
502,Toyota,regular unleaded,270,6,AUTOMATIC,four wheel drive,Midsize,17,2031,38565,450000
503,Toyota,regular unleaded,270,6,AUTOMATIC,four wheel drive,Midsize,17,2031,36915,450000
504,Toyota,regular unleaded,270,6,AUTOMATIC,rear wheel drive,Midsize,17,2031,34010,450000
798,Toyota,premium unleaded (recommended),205,4,MANUAL,rear wheel drive,Compact,21,2031,26255,450000
799,Toyota,premium unleaded (recommended),200,4,AUTOMATIC,rear wheel drive,Compact,24,2031,26975,450000
1331,Ford,regular unleaded,135,6,AUTOMATIC,rear wheel drive,Midsize,16,5657,2000,450000
1332,Ford,regular unleaded,135,6,AUTOMATIC,rear wheel drive,Midsize,15,5657,2000,450000
1333,Ford,regular unleaded,155,6,AUTOMATIC,all wheel drive,Large,14,5657,2000,450000
1334,Ford,regular unleaded,135,6,AUTOMATIC,rear wheel drive,Large,15,5657,2000,450000
1335,Ford,regular unleaded,140,6,AUTOMATIC,rear wheel drive,Midsize,15,5657,2000,450000
1336,Ford,regular unleaded,155,6,AUTOMATIC,all wheel drive,Large,13,5657,2000,450000
1337,Ford,regular unleaded,140,6,AUTOMATIC,rear wheel drive,Large,15,5657,2000,450000
1338,Ford,regular unleaded,140,6,AUTOMATIC,rear wheel drive,Midsize,16,5657,2000,450000
1339,Ford,regular unleaded,140,6,AUTOMATIC,rear wheel drive,Midsize,15,5657,2000,450000
1340,Ford,regular unleaded,140,6,AUTOMATIC,rear wheel drive,Large,15,5657,2000,450000
1341,Ford,regular unleaded,152,6,AUTOMATIC,all wheel drive,Large,13,5657,2000,450000
1342,Ford,regular unleaded,140,6,AUTOMATIC,rear wheel drive,Midsize,15,5657,2000,450000
1469,Ford,regular unleaded,63,4,MANUAL,front wheel drive,Compact,31,5657,2000,450000
1471,Ford,regular unleaded,63,4,MANUAL,front wheel drive,Compact,31,5657,2000,450000
1472,Ford,regular unleaded,63,4,MANUAL,front wheel drive,Compact,29,5657,2000,450000
1473,Ford,regular unleaded,63,4,MANUAL,front wheel drive,Compact,29,5657,2000,450000
1474,Ford,regular unleaded,63,4,MANUAL,front wheel drive,Compact,29,5657,2000,450000
1475,Ford,regular unleaded,63,4,MANUAL,front wheel drive,Compact,29,5657,2000,450000
1586,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,37800,450000
1587,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,41700,450000
1588,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,36470,450000
1589,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,36650,450000
1590,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,38100,450000
1591,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,41950,450000
1592,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,42550,450000
1593,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,38700,450000
1594,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,37250,450000
1595,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,37170,450000
1596,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,32285,450000
1597,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,39980,450000
1598,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,36080,450000
1599,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,34140,450000
1600,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,37050,450000
1601,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,35850,450000
1602,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,40450,450000
1603,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,32650,450000
1604,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,34400,450000
1605,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,41050,450000
1606,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,37650,450000
1607,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,33250,450000
1608,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,36450,450000
1609,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,35000,450000
1792,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,27295,450000
1793,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,31795,450000
1794,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,34895,450000
1795,Volkswagen,regular unleaded,170,5,AUTOMATIC,front wheel drive,Compact,21,873,27295,450000
1796,Volkswagen,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,Compact,28,873,32755,450000
1797,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,29395,450000
1798,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,29395,450000
1799,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,25170,450000
1800,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,30495,450000
1801,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,30695,450000
1803,Volkswagen,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,Compact,28,873,31195,450000
1805,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,30755,450000
1808,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,33795,450000
1809,Volkswagen,diesel,140,4,MANUAL,front wheel drive,Compact,28,873,30095,450000
1814,Volkswagen,regular unleaded,170,5,AUTOMATIC,front wheel drive,Compact,21,873,29395,450000
1815,Volkswagen,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,Compact,28,873,29995,450000
1817,Volkswagen,regular unleaded,170,5,AUTOMATIC,front wheel drive,Compact,21,873,25170,450000
1821,Volkswagen,diesel,140,4,MANUAL,front wheel drive,Compact,28,873,28895,450000
1822,Volkswagen,diesel,150,4,MANUAL,front wheel drive,Compact,30,873,30295,450000
1823,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,31995,450000
1824,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,33995,450000
1825,Volkswagen,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,Compact,30,873,30195,450000
1826,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,32595,450000
1827,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,29595,450000
1828,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,35095,450000
1829,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,30425,450000
1831,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,27475,450000
1832,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,30895,450000
1833,Volkswagen,diesel,150,4,MANUAL,front wheel drive,Compact,30,873,31125,450000
1834,Volkswagen,diesel,150,4,MANUAL,front wheel drive,Compact,30,873,29675,450000
1835,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,30995,450000
1836,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,34875,450000
1838,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,29895,450000
1839,Volkswagen,diesel,150,4,MANUAL,front wheel drive,Compact,30,873,29095,450000
1840,Volkswagen,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,Compact,30,873,31395,450000
1843,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,25595,450000
1846,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,25995,450000
1849,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,35975,450000
1850,Volkswagen,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,Compact,30,873,30775,450000
1852,Volkswagen,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,Compact,30,873,32225,450000
1854,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,31495,450000
1855,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,27995,450000
1861,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,29790,450000
1862,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,28070,450000
1863,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,34950,450000
1864,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,32670,450000
1866,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,31570,450000
1867,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,30500,450000
1868,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,25995,450000
1869,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,36050,450000
1870,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,30890,450000
1873,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,25490,450000
1881,Volkswagen,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,Compact,31,873,25895,450000
1882,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,31625,450000
1883,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,20195,450000
1884,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,24185,450000
1885,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,26985,450000
1886,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,30525,450000
1887,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,26195,450000
1891,Volkswagen,regular unleaded,170,4,MANUAL,front wheel drive,Compact,24,873,23085,450000
1892,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,21795,450000
1893,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,28115,450000
1894,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,32475,450000
1895,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,28675,450000
1896,Volkswagen,regular unleaded,170,4,MANUAL,front wheel drive,Compact,24,873,20695,450000
1897,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,25450,450000
1898,Volkswagen,diesel,150,4,MANUAL,front wheel drive,Compact,31,873,27710,450000
1900,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,26550,450000
1901,Volkswagen,regular unleaded,170,4,MANUAL,front wheel drive,Compact,24,873,25885,450000
1902,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,29215,450000
1903,Volkswagen,regular unleaded,170,4,MANUAL,front wheel drive,Compact,24,873,25095,450000
1904,Volkswagen,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,Compact,31,873,26430,450000
1906,Volkswagen,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,Compact,31,873,29625,450000
1907,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,31375,450000
1910,Volkswagen,diesel,150,4,MANUAL,front wheel drive,Compact,31,873,28525,450000
1912,Volkswagen,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,Compact,31,873,28810,450000
1913,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,24705,450000
1921,Volkswagen,regular unleaded,170,4,MANUAL,front wheel drive,Compact,24,873,23605,450000
1922,Volkswagen,diesel,150,4,MANUAL,front wheel drive,Compact,31,873,25330,450000
1923,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,29775,450000
1927,Volkswagen,diesel,150,4,MANUAL,front wheel drive,Compact,31,873,24795,450000
1930,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,25995,450000
1931,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,27095,450000
1932,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,22450,450000
1933,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,19795,450000
1934,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,25975,450000
1935,Volkswagen,regular unleaded,170,4,MANUAL,front wheel drive,Compact,24,873,21350,450000
1937,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,25,873,19595,450000
1938,Volkswagen,premium unleaded (recommended),210,4,MANUAL,front wheel drive,Compact,23,873,31450,450000
1941,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,32550,450000
1943,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,23995,450000
1949,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,20475,450000
1950,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,19995,450000
1951,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,23995,450000
1952,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,21890,450000
1953,Volkswagen,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,Compact,23,873,32550,450000
1954,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,25975,450000
1955,Volkswagen,regular unleaded,170,4,AUTOMATIC,front wheel drive,Compact,24,873,22450,450000
2023,Ford,regular unleaded,140,6,MANUAL,rear wheel drive,Compact,16,5657,2000,450000
2025,Ford,regular unleaded,140,6,MANUAL,four wheel drive,Compact,15,5657,2000,450000
2031,Ford,regular unleaded,185,8,MANUAL,four wheel drive,Midsize,12,5657,2308,450000
2032,Ford,regular unleaded,185,8,AUTOMATIC,four wheel drive,Midsize,12,5657,2585,450000
2033,Ford,regular unleaded,185,8,MANUAL,four wheel drive,Midsize,12,5657,2396,450000
2034,Ford,regular unleaded,205,8,MANUAL,four wheel drive,Midsize,12,5657,2620,450000
2035,Ford,regular unleaded,205,8,AUTOMATIC,four wheel drive,Midsize,12,5657,2872,450000
2036,Ford,regular unleaded,205,8,MANUAL,four wheel drive,Midsize,12,5657,2474,450000
2037,Ford,regular unleaded,199,8,MANUAL,four wheel drive,Midsize,13,5657,2774,450000
2038,Ford,regular unleaded,199,8,MANUAL,four wheel drive,Midsize,13,5657,2996,450000
2039,Ford,regular unleaded,199,8,AUTOMATIC,four wheel drive,Midsize,11,5657,3248,450000
2095,Ford,regular unleaded,188,4,AUTOMATIC,front wheel drive,Compact,42,5657,27170,450000
2096,Ford,regular unleaded,188,4,AUTOMATIC,front wheel drive,Compact,42,5657,24170,450000
2097,Ford,regular unleaded,188,4,AUTOMATIC,front wheel drive,Compact,42,5657,24170,450000
2098,Ford,regular unleaded,188,4,AUTOMATIC,front wheel drive,Compact,42,5657,27170,450000
2099,Ford,regular unleaded,188,4,AUTOMATIC,front wheel drive,Compact,42,5657,24120,450000
2100,Ford,regular unleaded,188,4,AUTOMATIC,front wheel drive,Compact,42,5657,27120,450000
2122,Volkswagen,regular unleaded,94,4,MANUAL,front wheel drive,Compact,22,873,2000,450000
2123,Volkswagen,regular unleaded,94,4,MANUAL,front wheel drive,Compact,22,873,2000,450000
2126,Volkswagen,regular unleaded,94,4,MANUAL,front wheel drive,Compact,21,873,2000,450000
2128,Volkswagen,regular unleaded,115,4,MANUAL,front wheel drive,Compact,21,873,2473,450000
2129,Volkswagen,regular unleaded,115,4,MANUAL,front wheel drive,Compact,21,873,2568,450000
2130,Volkswagen,regular unleaded,115,4,MANUAL,front wheel drive,Compact,21,873,19600,450000
2131,Volkswagen,regular unleaded,115,4,AUTOMATIC,front wheel drive,Compact,20,873,23175,450000
2132,Volkswagen,regular unleaded,115,4,MANUAL,front wheel drive,Compact,21,873,22300,450000
2133,Volkswagen,regular unleaded,115,4,AUTOMATIC,front wheel drive,Compact,20,873,20475,450000
2134,Volkswagen,regular unleaded,115,4,AUTOMATIC,front wheel drive,Compact,20,873,21475,450000
2135,Volkswagen,regular unleaded,115,4,MANUAL,front wheel drive,Compact,21,873,20600,450000
2136,Volkswagen,regular unleaded,115,4,AUTOMATIC,front wheel drive,Compact,20,873,21475,450000
2137,Volkswagen,regular unleaded,115,4,AUTOMATIC,front wheel drive,Compact,20,873,23175,450000
2138,Volkswagen,regular unleaded,115,4,MANUAL,front wheel drive,Compact,21,873,22300,450000
2139,Volkswagen,regular unleaded,115,4,MANUAL,front wheel drive,Compact,21,873,20600,450000
2140,Volkswagen,regular unleaded,115,4,MANUAL,front wheel drive,Compact,21,873,19600,450000
2141,Volkswagen,regular unleaded,115,4,AUTOMATIC,front wheel drive,Compact,20,873,20475,450000
2203,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,29980,450000
2204,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,27995,450000
2205,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,43,2031,26790,450000
2206,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,30140,450000
2207,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,27995,450000
2208,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,43,2031,26790,450000
2209,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,42,2031,26790,450000
2210,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,27995,450000
2211,Toyota,regular unleaded,200,4,AUTOMATIC,front wheel drive,Midsize,40,2031,30140,450000
2212,Toyota,regular unleaded,157,4,AUTOMATIC,front wheel drive,Midsize,20,2031,21855,450000
2213,Toyota,regular unleaded,225,6,AUTOMATIC,front wheel drive,Midsize,18,2031,26940,450000
2214,Toyota,regular unleaded,225,6,AUTOMATIC,front wheel drive,Midsize,18,2031,23355,450000
2215,Toyota,regular unleaded,225,6,AUTOMATIC,front wheel drive,Midsize,18,2031,30210,450000
2216,Toyota,regular unleaded,157,4,MANUAL,front wheel drive,Midsize,21,2031,21025,450000
2217,Toyota,regular unleaded,225,6,AUTOMATIC,front wheel drive,Midsize,18,2031,21860,450000
2218,Toyota,regular unleaded,157,4,AUTOMATIC,front wheel drive,Midsize,20,2031,20360,450000
2219,Toyota,regular unleaded,157,4,MANUAL,front wheel drive,Midsize,21,2031,19530,450000
2220,Toyota,regular unleaded,225,6,AUTOMATIC,front wheel drive,Midsize,18,2031,26405,450000
2221,Toyota,regular unleaded,157,4,AUTOMATIC,front wheel drive,Midsize,20,2031,23405,450000
2222,Toyota,regular unleaded,155,4,MANUAL,front wheel drive,Midsize,21,2031,19930,450000
2223,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,29460,450000
2224,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,27190,450000
2225,Toyota,regular unleaded,155,4,AUTOMATIC,front wheel drive,Midsize,22,2031,20760,450000
2226,Toyota,regular unleaded,155,4,AUTOMATIC,front wheel drive,Midsize,22,2031,23030,450000
2227,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,24530,450000
2228,Toyota,regular unleaded,155,4,AUTOMATIC,front wheel drive,Midsize,22,2031,23905,450000
2229,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,26905,450000
2230,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,30460,450000
2231,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,22260,450000
2232,Toyota,regular unleaded,155,4,MANUAL,front wheel drive,Midsize,21,2031,22200,450000
2233,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,27440,450000
2234,Toyota,regular unleaded,155,4,AUTOMATIC,front wheel drive,Midsize,22,2031,24155,450000
2235,Toyota,regular unleaded,155,4,MANUAL,front wheel drive,Midsize,21,2031,22450,450000
2236,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,27155,450000
2237,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,22510,450000
2238,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,30710,450000
2239,Toyota,regular unleaded,155,4,AUTOMATIC,front wheel drive,Midsize,22,2031,21010,450000
2240,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,24780,450000
2241,Toyota,regular unleaded,155,4,AUTOMATIC,front wheel drive,Midsize,22,2031,23280,450000
2242,Toyota,regular unleaded,210,6,AUTOMATIC,front wheel drive,Midsize,18,2031,29710,450000
2243,Toyota,regular unleaded,155,4,MANUAL,front wheel drive,Midsize,21,2031,20180,450000
2244,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,25,2031,26150,450000
2246,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,31370,450000
2247,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,31370,450000
2248,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,25,2031,22970,450000
2249,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,25,2031,23840,450000
2250,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,25,2031,26310,450000
2251,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,25,2031,23840,450000
2253,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,25,2031,25715,450000
2254,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,25,2031,23070,450000
2255,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,31370,450000
2256,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,31370,450000
2257,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,24,2031,23070,450000
2258,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,24,2031,23840,450000
2259,Toyota,regular unleaded,178,4,AUTOMATIC,front wheel drive,Midsize,24,2031,26310,450000
2260,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,31370,450000
2261,Toyota,regular unleaded,268,6,AUTOMATIC,front wheel drive,Midsize,21,2031,31370,450000
2393,Volkswagen,premium unleaded (recommended),200,4,MANUAL,front wheel drive,Midsize,21,873,34275,450000
2394,Volkswagen,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,34095,450000
2395,Volkswagen,premium unleaded (recommended),200,4,MANUAL,front wheel drive,Midsize,21,873,32995,450000
2396,Volkswagen,premium unleaded (recommended),280,6,AUTOMATED_MANUAL,all wheel drive,Midsize,17,873,43575,450000
2398,Volkswagen,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,38085,450000
2399,Volkswagen,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,35375,450000
2404,Volkswagen,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,32670,450000
2405,Volkswagen,premium unleaded (recommended),200,4,MANUAL,front wheel drive,Midsize,21,873,34655,450000
2406,Volkswagen,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,35755,450000
2407,Volkswagen,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,37820,450000
2408,Volkswagen,premium unleaded (recommended),280,6,AUTOMATED_MANUAL,all wheel drive,Midsize,17,873,44355,450000
